   1349582770102HORNOPI TEKA HPE-651 INOX     (EX)                               290,59      ,00   439,00& 2010 11 20A
   1349682770160CAMP TEKA CMG1 90 INOX(CRISTAL(EX) (40485070)                    114,87      ,00   185,00& 2010 11 20A
   1349982770160CAMP TEKA CMB1-60 INOX        (EX) (40460770)                     67,61      ,00   107,00& 2010 11 20A
   1350082770160CAMP TEKA CMB1-70 INOX        (EX) (40460772)                     76,69      ,00   122,00& 2010 11 20A
   1350182770160CAMP TEKA CMB1-90 INOX        (EX) (40460774)                     88,21      ,00   141,00& 2010 11 20A
   1350282770160CAMP TEKA CMH1-70 INOX        (EX) (40487770)                    150,01      ,00   243,00& 2010 11 20A
   1350382770160CAMP TEKA CMH1-90 INOX        (EX) (40487771)                    158,50      ,00   257,00& 2010 11 20A
   1350481820635CONSOLA NINTENDO WII HW-BLANCA/WII SPORTS+S.RESORT/MOT.PLUS      164,79      ,00   199,90& 2010 11 20A
   1350580650304CADENA ELBE MICRO HIFI 082-USB                                    37,41      ,00    59,00  2010 11 20A
   1350680650304CADENA ELBE MICRO HIFI 551-USB                                    50,72      ,00    79,90  2010 11 20A
   1350780650304CADENA ELBE MICRO HIFI 556-USB                                    62,98      ,00    99,00  2010 11 20A
   1350880650355RADIO CD ELBE GPM-223 USB                                         27,87      ,00    44,90  2010 11 20A
   1350981930460CAFET OROLEY EMBOLO           (220010300)(3 TAZAS)                 6,32      ,00    12,90  2010 11 20A
   1351081930460CAFET OROLEY EMBOLO           (220010600)(6 TAZAS)                 8,15      ,00    14,90  2010 11 20A
   1351285800045CONV INDESIT UFAN 300 NF      (NOFROST)                          324,01   499,00      ,00& 2010 11 20A
   1351385800045CONV INDESIT UFAAN 400 NF     (NOFROST)                          380,21   599,00      ,00& 2010 11 20A
   1351482070821ACOND PANASONIC KIT-2E912-LKE (ETHEREA)                         1024,07      ,00  1885,00& 2010 11 20A
   1351583960293FORMULA YAMAHA YHT-S400                                          371,72      ,00   569,00  2010 11 20A
   1351681600080LAVJS MIELE 21552016          (G-5520 SC BRWS)                   818,72      ,00  1221,00& 2010 11 20A
   1351782890080LAVJS BOSCH SGS-44E62 EU      (BLANCO)                           267,05      ,00   399,00& 2010 11 20A
   1351880680030FRIGC EDESA ROMAN F-900                                          400,52   605,00      ,00  2010 11 20A
   1351980680110ENCIM EDESA ROMAN I-4 GSX BUT                                     87,14   135,00      ,00  2010 11 20A
   1352080680110ENCIM EDESA ROMAN I-4 GSX NAT                                     87,14   135,00      ,00& 2010 11 20A
   1352282070809ACOND PANASONIC KIT-RE18-JKE-1                                   873,58      ,00  1399,00  2010 11 20A
   1352382070809ACOND PANASONIC KIT-E7LKE     (ETHEREA)                          468,72      ,00   749,00  2010 11 20A
   1352482070809ACOND PANASONIC KIT-E15-LKE   (ETHEREA)                          904,24      ,00  1499,00  2010 11 20A
   1352582070809ACOND PANASONIC KIT-E18-LKE   (ETHEREA)                         1041,52      ,00  1669,00  2010 11 20A
   1352682070809ACOND PANASONIC KIT-XE7-LKE   (ETHEREA)                          500,08      ,00   799,00  2010 11 20A
   1352782070809ACOND PANASONIC KIT-XE9-LKE   (ETHEREA)                          562,10      ,00   899,00  2010 11 20A
   1352882070809ACOND PANASONIC KIT-XE15-LKE  (ETHEREA)                          935,60      ,00  1499,00  2010 11 20A
   1352982070809ACOND PANASONIC KIT-XE18-LKE  (ETHEREA)                         1072,88      ,00  1719,00  2010 11 20A
   1353082070821ACOND PANASONIC KIT-2E77-LBE  (ETHEREA)                         1075,68      ,00  1725,00  2010 11 20A
   1353182050306REPRODUCTOR PANASONIC DVD-S58 EG-K                                50,31      ,00    69,00  2010 11 20A
   1353281320618DISCO DURO SOBREMESA IOMEGA   PRESTIGE 1,5 TB 3,5"(34923)        110,53      ,00   159,90& 2010 11 20A
   1353384050605ORD PORTATIL SONY VAIO 14"    VPCEA1S1E/P.ES2 PINK               646,12      ,00   829,00& 2010 11 20A
   1353482070821ACOND PANASONIC KIT-2E1212-LKE(ETHEREA)                         1321,67      ,00  2119,00  2010 11 20A
   1353582070821ACOND PANASONIC KIT-2XE77-LBE (ETHEREA)                         1138,40      ,00  1825,00  2010 11 20A
   1353682270249TV SAMSUNG PS-63 C7000YWXXC                                     1881,78      ,00  2799,00& 2010 11 20A
   1353782070821ACOND PANASONIC KIT-2XE712-LBE(ETHEREA)                         1215,74      ,00  1949,00  2010 11 20A
   1353882070821ACOND PANASONIC KIT-2XE912-LKE(ETHEREA)                         1345,35      ,00  2157,00  2010 11 20A
   1353982070821ACOND PANASONIC KIT-2XE1212LKE(ETHEREA)                         1384,38      ,00  2219,00  2010 11 20A
   1354099990605ORD PORT. NETBOOK VISA CLIP   EDUCAT 1X1 CATALUNYA               259,31      ,00   300,00  2010 11 20A
   1354199990605CARRO ULTRA PORTATIL LAPCABBY 20 EDUCAT 1X1                      789,96      ,00  1519,00  2010 11 20A
   1354299990605CARRO ULTRA PORTATIL LAPCABBY 32 EDUCAT 1X1                      909,59      ,00  1749,00  2010 11 20A
   1354382050306REPRODUCTOR PANASONIC DVD-S38 EG-K                                35,72      ,00    49,00& 2010 11 20A
   1354580780673PROYECTOR EPSON EB-450WI      EDUCAT 1X1 (V11H317040LE)         1875,17      ,00  2390,00  2010 11 20A
   1354680780673PROYECTOR EPSON EB-460I       EDUCAT 1X1 (V11H342040LE)         2062,79      ,00  2569,00  2010 11 20A
   1355182810590COC VAPOR TEFAL VC-1002                                           35,07      ,00    55,00& 2010 11 20A
   1355382220510MOLDEADOR ROWENTA CF-4032                                         25,52      ,00    40,00& 2010 11 20A
   1355482220510PLANCHA PELO ROWENTA SF-2012  (VIAJE)                             11,71      ,00    17,90& 2010 11 20A
   1355582220510PLANCHA PELO ROWENTA SF-3012F4                                    16,61      ,00    26,00& 2010 11 20A
   1355682220510PLANCHA PELO ROWENTA SF-4412E4                                    28,70      ,00    45,00& 2010 11 20A
   1355782220510PLANCHA PELO ROWENTA CF-7322  (WET & DRY)                         23,60      ,00    37,00& 2010 11 20A
   1355984010030FRIGC SAMSUNG RL-42 HCVG1/XES (EX)                               346,27      ,00   529,00& 2010 11 20A
   1356084010050LAVAF SAMSUNG WF-0602 NCW     (EX)                               204,76      ,00   299,00& 2010 11 20A
   1356184010050LAVAF SAMSUNG WF-0702 NCW/XEC (EX)                               229,07      ,00   335,00& 2010 11 20A
   1356481700106MICRON MOULINEX (MW-230030)   (18L ELECTRONICO)                   65,56      ,00    99,90& 2010 11 20A
   1356780200030FRIGC BALAY 3KFP-7669                                            739,20      ,00  1129,00  2010 11 20A
   1356884070443CENTRAL DE PLANCHADO LAURASTARSTEAMAX G-2                        185,51      ,00   299,00  2010 11 20A
   1356984070443CENTRAL DE PLANCHADO LAURASTAREVOLUTION G-4                      272,07      ,00   439,00  2010 11 20A
   1357184070443SISTEMA PLANCHADO LAURASTAR   MAGIC IS-5 (TABLA PLANCHAR)        694,62      ,00  1200,00  2010 11 20A
   1357685800030FRIGC INDESIT BAN 34 NF                                          404,38   635,00      ,00  2010 11 20A
   1357785800030FRIGC INDESIT BAN 33 NFS                                         437,57   675,00      ,00  2010 11 20A
   1357885800030FRIGC INDESIT BAAN 12                                            317,47   489,00      ,00  2010 11 20A
   1357985800030FRIGC INDESIT BAAN 13                                            335,69   509,00      ,00  2010 11 20A
   1358085800030FRIGC INDESIT BAAN 34 NF                                         431,20   665,00      ,00  2010 11 20A
   1358185800030FRIGC INDESIT NBAA 13 NF NXD                                     475,78   735,00      ,00  2010 11 20A
   1358385800030FRIGC INDESIT BAN 34 NFX                                         526,72   815,00      ,00  2010 11 20A
   1358485800030FRIGC INDESIT BAN 33 NFX                                         468,46   745,00      ,00  2010 11 20A
   1358585800050LAVAF INDESIT IWC 7128                                           310,22   485,00      ,00  2010 11 20A
   1358785800100HORNO INDESIT HI 20.A (WH)                                       150,72   225,00      ,00  2010 11 20A
   1358885800100HORNO INDESIT IF 51 K.A IX                                       182,31   285,00      ,00  2010 11 20A
   1358985800160CAMP INDESIT H 593 IX                                            182,31   285,00      ,00  2010 11 20A
   1359082370252TV SHARP LC-26 LE320 EBK                                         353,78      ,00   499,00& 2010 11 20A
   1359282370258TV SHARP LC-22 LE320 EBK                                         254,08      ,00   359,00& 2010 11 20A
   1359382050249TV PANASONIC TX-P65 VT20 E                                      3356,29      ,00  5099,00  2010 11 20A
   1359482050680GAFAS 3D PANASONIC TY-EW3D 10E                                    88,94      ,00   129,00  2010 11 20A
   1359583610258TV DMTECH DMLED-23 XW-H3      (BLANCO CON DVD)                   330,99      ,00   499,00& 2010 11 20A
   1359683130620FUNDA PROTECTORA BLANCA TRUST 10" (16221)                          9,58      ,00    18,90& 2010 11 20A
   1359783130620MOCHILA NOTEBOOK BACKPACK     SPORT TRUST (16581)                 13,33      ,00    25,90& 2010 11 20A
   1359884970335CAM-FOTO NIKON COOLPIX S203   BLACK/2GB/FUNDA (999S203B1)         72,30      ,00    99,00& 2010 11 20A
   1360181800405ASPIR NILFISK POWER ECO                                          148,05      ,00   239,90  2010 11 20A
   1360281800405ASPIR NILFISK HANDY 2-IN-1    (ESCOBA)(BLANCO)                    72,49      ,00   119,90  2010 11 20A
   1360381800405ASPIR NILFISK HANDY 2-IN-1    (ESCOBA)(GRIS)                      72,49      ,00   119,90  2010 11 20A
   1360481800407ASPIR NILFISK HANDY (MANO)                                        38,16      ,00    59,90& 2010 11 20A
   1360581600100HORNO MIELE 22471091          (H-4710 BRWS (+))                  599,96      ,00   895,00  2010 11 20A
   1360684750180ESTUFA ORBEGOZO HCE-72                                            64,76      ,00   109,90& 2010 11 20A
   1360883920010FRIC1 HOTPOINT-ARISTON        BTS-1621                           323,17      ,00   515,00  2010 11 20A
   1360983920010FRIC1 HOTPOINT-ARISTON        BTSZ-1631 HA                       347,88      ,00   555,00  2010 11 20A
   1361083920020FRIG2 HOTPOINT-ARISTON        NMTM-1921 FWB/HA                   427,75      ,00   679,00  2010 11 20A
   1361183920020FRIG2 HOTPOINT-ARISTON        NMTM-1922 FWB/HA                   489,51      ,00   779,00  2010 11 20A
   1361283920020FRIG2 HOTPOINT-ARISTON        BD-2931 EU/HA                      370,38      ,00   589,00  2010 11 20A
   1361383920025FRIGA HOTPOINT-ARISTON        MSZ-922 DF/HA                     1238,13      ,00  1989,00  2010 11 20A
   1361483920030FRIGC HOTPOINT-ARISTON        SBM-1822 F/HA                      474,68      ,00   755,00  2010 11 20A
   1361583920047CONJ HOTPOINT-ARISTON         MSZ-926 DF/HA                     1201,03      ,00  1929,00  2010 11 20A
   1361683920045CONV HOTPOINT-ARISTON         BF-3022 NF                         512,45      ,00   819,00  2010 11 20A
   1361783920045CONV HOTPOINT-ARISTON         UPS-1722 F J/HA                    506,28      ,00   809,00  2010 11 20A
   1361883920045CONV HOTPOINT-ARISTON         BFS-1221                           317,00      ,00   505,00  2010 11 20A
   1361983920050LAVAF HOTPOINT-ARISTON        ARXXL-129 (EU) .R                  309,75      ,00   499,00  2010 11 20A
   1362183920070SECADORA HOTPOINT-ARISTON     TCDG-51B (EU)                      350,51      ,00   565,00  2010 11 20A
   1362283920070SECADORA HOTPOINT-ARISTON     TCDG-51 XB K (EU)                  468,11      ,00   755,00  2010 11 20A
   1362383920080LAVJS HOTPOINT-ARISTON        LFT-3214 HX/HA                     414,75      ,00   669,00  2010 11 20A
   1362483920080LAVJS HOTPOINT-ARISTON        LSF-723 EU                         303,57      ,00   489,00  2010 11 20A
   1362583920160CAMP HOTPOINT-ARISTON         HDSI-9 IX/HA                       510,54      ,00   825,00  2010 11 20A
   1362683920160CAMP HOTPOINT-ARISTON         HBI-90 EF IX/HA                    380,81      ,00   615,00  2010 11 20A
   1362783920160CAMP HOTPOINT-ARISTON         HES-92 F IX/HA                     183,13      ,00   295,00  2010 11 20A
   1362883920160CAMP HOTPOINT-ARISTON         HES-70 IX                          164,59      ,00   265,00  2010 11 20A
   1362982070809ACOND PANASONIC KIT-E21-LKE   (ETHEREA)                         1340,46      ,00  2149,00  2010 11 20A
   1363081400254TV LOEWE INDIVIDUAL 40 SELEC  LED 200 ALU-NEGRO (69418L90)      2336,55      ,00  3499,00  2010 11 20A
   1363482600335KIT SONY W350 S BAT-N         (CAMARA/BATERIA)                   138,55      ,00   195,00  2010 11 20A
   1363582600335KIT SONY W350 P BAT-N         (CAMARA/BATERIA)                   138,55      ,00   195,00  2010 11 20A
   1363682600335KIT SONY W350 B BAT-N         (CAMARA/BATERIA)                   138,55      ,00   195,00  2010 11 20A
   1363782600335KIT SONY W350 L BAT-N         (CAMARA/BATERIA)                   138,55      ,00   195,00  2010 11 20A
   1363882600293FORMULA SONY DAV-F300                                            223,72      ,00   320,00  2010 11 20A
   1363982600293FORMULA SONY WAH-TSA2                                            146,84      ,00   210,00  2010 11 20A
   1364182600304FORMULA SONY MICRO CMT-DX400                                     125,86      ,00   180,00  2010 11 20A
   1364287600680CABLE TECHLINK JACK 3,5MM-3RCA3MT (640503)                         4,11      ,00     8,90  2010 11 20A
   1364481950050LAVAF OTSEIN-HOOVER           DYNS-7124 DG(FONDO DE 40 CM)       305,33   479,00      ,00  2010 11 20A
   1364580340610IMPRESORA LASER BROTHER       MFC9120CN (MFC9120CNF1)            287,44      ,00   475,00  2010 11 20A
   1364680750030FRIGC FAGOR FT-862 X          (INOX)                             433,26   625,00      ,00& 2010 11 20A
   1364882050254TV PANASONIC TX-L32 D28 EP    (VIOLETA)                          618,91      ,00   949,00  2010 11 20A
   1364982050254TV PANASONIC TX-L37 D28 EW    (BLANCO)                           685,25      ,00  1049,00  2010 11 20A
   1365182260465CAFET SAECO XELSYS FULL       STAINLESS STEEL                   1070,32      ,00  1684,00  2010 11 20A
   1365480810030FRIGC BEKO CNA-34000                                             291,07      ,00   449,00  2010 11 20A
   1365684160050LAVAF PANASONIC NA-148 VA2WES                                    369,04      ,00   625,00& 2010 11 20A
   1365784160050LAVAF PANASONIC NA-147 VB2WES                                    314,11      ,00   525,00& 2010 11 20A
   1365884160050LAVAF PANASONIC NA-128 VA2WES                                    329,43      ,00   545,00& 2010 11 20A
   1365984160030FRIGC PANASONIC NR-B30FX1-XE  (ACERO INOX)                       634,68      ,00  1099,00& 2010 11 20A
   1366084160030FRIGC PANASONIC NR-B30FG1-WE  (BLANCO ARTICO)                    530,48      ,00   899,00& 2010 11 20A
   1366284160030FRIGA PANASONIC NR-B54X1-WE   (BLANCO ARTICO)                    762,05      ,00  1499,00  2010 11 20A
   1366380190040CONH ASPES ACH-202                                               237,30      ,00   349,00  2010 11 20A
   1366480190040CONH ASPES ACH-302                                               282,23      ,00   415,00  2010 11 20A
   1366784970335CAM-FOTO NIKON COOLPIX S570   PINK FUN PACK (999S570P1)           86,91      ,00   119,00  2010 11 20A
   1367084970335CAM-FOTO NIKON COOLPIX P100   EST/LIB/4GB (999P100B2)            276,79      ,00   379,00  2010 11 20A
   1367184970335CAM-FOTO NIKON COOLPIX S4000  BRONZE KIT PREMIUM(999S4000BZ1     101,50      ,00   139,00  2010 11 20A
   1367284970335CAM-FOTO NIKON COOLPIX S4000  BLACK KIT PREMIUM (999S4000B1)     101,50      ,00   139,00& 2010 11 20A
   1367384970335CAM-FOTO NIKON COOLPIX S4000  PINK KIT PREMIUM (999S4000P1)      101,50      ,00   139,00  2010 11 20A
   1367484970335CAM-FOTO NIKON COOLPIX S4000  RED KIT PREMIUM (999S4000R1)       101,50      ,00   139,00  2010 11 20A
   1367584970335CAM-FOTO NIKON D-90/DX 18-200 G ED VRII/LIB/MCH (999D9073)      1150,55      ,00  1499,00  2010 11 20A
   1367684970335CAM-FOTO NIKON D-90/DX 18-105 G VR/LIB/MCH (999D90504)           766,77      ,00   999,00  2010 11 20A
   1367784970335CAM-FOTO NIKON D-90/DX 18-55  G VR/LIB+MCH (999D9083)            690,02      ,00   899,00  2010 11 20A
   1368084970335CAM-FOTO NIKON D3000/DX 18-55 GII/DX55-200 G/KIT(999D3000B7)     421,37      ,00   549,00& 2010 11 20A
   1368184970335CAM-FOTO NIKON D3000/DX 18-55 GII/KIT (999D3000B5)               344,63      ,00   449,00& 2010 11 20A
   1368284979119TRIPODE NIKON                 (PROMOCION)                           ,01      ,00      ,00  2010 11 20A
   1368384979119LIBRO FOTO NIKON              (PROMOCION)                           ,01      ,00      ,00  2010 11 20A
   1368484979119TARJETA NIKON SD 4GB          (PROMOCION)                           ,01      ,00      ,00  2010 11 20A
   1368582270254TV SAMSUNG UE-46 C5100QWXXC                                      689,69      ,00   999,00& 2010 11 20A
   1368783690397TELEF SONY ERICSSON VIVAZ     PLATA HSDPA (EXCL)                 277,96      ,00   369,00& 2010 11 20A
   1368881140157CALDERA FAGOR FEE-24 TC B                                       1054,97  1837,00      ,00  2010 11 20A
   1368981140157CALDERA FAGOR FEE-24 TC N                                       1055,54  1837,00      ,00  2010 11 20A
   1369081140157CALDERA FAGOR FEE-26 TC B                                       1102,25  1920,00      ,00  2010 11 20A
   1369181140157CALDERA FAGOR FEE-26 TC N                                       1102,25  1920,00      ,00  2010 11 20A
   1369381140157CALDERA FAGOR FE-18 TC B                                         877,14  1528,00      ,00  2010 11 20A
   1369481140157CALDERA FAGOR FE-18 TC N                                         877,14  1528,00      ,00  2010 11 20A
   1369581140157CALDERA FAGOR FE-24 TC B                                         670,04  1579,00      ,00  2010 11 20A
   1369681140157CALDERA FAGOR FE-24 TC N                                         670,04  1579,00      ,00  2010 11 20A
   1369781140157CALDERA FAGOR FE-26 TC B                                         953,06  1660,00      ,00  2010 11 20A
   1369881140157CALDERA FAGOR FE-26 TC N                                         953,06  1660,00      ,00  2010 11 20A
   1369981140157CALDERA FAGOR FEB-24 AR B                                        509,23  1391,00      ,00  2010 11 20A
   1370081140157CALDERA FAGOR FEB-24 AR N                                        509,23  1391,00      ,00  2010 11 20A
   1370287770585BASCULA BEURER BG-16                                              12,68      ,00    19,90& 2010 11 20A
   1370384090618DISCO DURO SOBREMESA PEEKTON  MULTIMEDIA PEEKBOX40 500GB          77,85      ,00   119,00& 2010 11 20A
   1370484090618DISCO DURO SOBREMESA PEEKTON  MULTIMEDIA PEEKBOX205B 1TB TDT     117,42      ,00   169,00& 2010 11 20A
   1370584090618DISCO DURO SOBREMESA PEEKTON  MULTIMEDIA PEEKBOX205R 1TB TDT     117,42      ,00   169,00& 2010 11 20A
   1370684090618DISCO DURO SOBREMESA PEKKTON  MULTIMEDIA PEEKBOX264HD 1TB        153,36      ,00   199,99& 2010 11 20A
   1370784090618REPRODUCTOR MULTIMEDIA PUERTA DE ENLACE PEEKTON LITTLEPEEK        26,04      ,00    39,99& 2010 11 20A
   1370884090618REPRODUCTOR MULTIMEDIA PUERTO DE ENLACE PEEKTON BABYPEEK HD       61,00      ,00    89,99& 2010 11 20A
   1370984090620ALTAVOZ DOCK STATION IPOD     PEEKBALL (2X15W)                    57,28      ,00    99,00& 2010 11 20A
   1371281980600CPU PACKARD BELL IMEDIA I4865 (PT.U4602.067)                     384,63      ,00   499,00& 2010 11 20A
   1371382500443CENTRAL DE PLANCHADO SOLAC    CVG-9805 (COMPACTO)(103353)         65,45      ,00    99,90& 2010 11 20A
   1371482500443CENTRAL DE PLANCHADO SOLAC    CVG-9605 (COMPACTO)(103352)         52,35      ,00    79,90& 2010 11 20A
   1372082500440PLANC SOLAC PV-2000           (2000W)(7916)                       20,57      ,00    30,90  2010 11 20A
   1372282500405ASPIR SOLAC AS-3240           (S/B)(2000W)(103765)                58,89      ,00    89,90& 2010 11 20A
   1372382500405ASPIR SOLAC AS-3190           (S/B)(100435)                       50,30      ,00    79,90& 2010 11 20A
   1372482500590QUITAPELUSA SOLAC H-101       (7749)                              12,41      ,00    18,90& 2010 11 20A
   1372582500465CAFET SOLAC CE-4550 (GRIS)    (102137)                            98,18      ,00   149,90& 2010 11 20A
   1372882500465CAFET SOLAC CE-4500 (NARANJA) (102136)                            72,75      ,00   109,90& 2010 11 20A
   1373182500460CAFET SOLAC CF-4020           (100853)                            21,58      ,00    32,90  2010 11 20A
   1373382500590CALIENTA LECHE SOLAC CH-6301  (104316)(LECHE/CHOCOLATE)           22,90      ,00    34,90& 2010 11 20A
   1373482500450EXPRIM SOLAC EX-6150          (100799)                            16,35      ,00    24,90  2010 11 20A
   1373582500490FREID SOLAC FL-6410           (104001)                            26,17      ,00    39,90  2010 11 20A
   1373682500445BATID SOLAC BA-5615           (101002)                            21,58      ,00    32,90  2010 11 20A
   1373782500510SECAD SOLAC SP-7156           (104313)                            28,13      ,00    42,90& 2010 11 20A
   1373882500510PLANCHA PELO SOLAC PP-7255    (104025)                            32,72      ,00    49,90  2010 11 20A
   1373982500510PLANCHA PELO SOLAC PP-7240    (102895)                            14,39      ,00    21,90& 2010 11 20A
   1374082500583CORTAPELO SOLAC CP-7319       (103484)                            25,48      ,00    39,90& 2010 11 20A
   1374182500435DEPIL SOLAC 212 (CERA)        (7919)(D-212 A)                     28,78      ,00    43,90& 2010 11 20A
   1374282500590MASAJE SOLAC ME-7710          (102527)(INFRARROJOS)               58,21      ,00    89,90& 2010 11 20A
   1374380190110ENCIM ASPES 2AI-4 GSX NAT                                         84,19      ,00   125,00  2010 11 20A
   1374480190110ENCIM ASPES 2AI-4 GSX BUT                                         84,19      ,00   125,00  2010 11 20A
   1374580190110ENCIM ASPES 2CAI-4 GS BUT                                        113,78      ,00   169,00  2010 11 20A
   1374680680110ENCIM EDESA ROMAN CI-4 GS NA                                     151,68      ,00   235,00  2010 11 20A
   1374780680110ENCIM EDESA ROMAN CI-4 GS BU                                     151,68      ,00   235,00  2010 11 20A
   1374880680110ENCIM EDESA ROMAN CP-4 GS NA                                     154,27   239,00      ,00  2010 11 20A
   1374980680110ENCIM EDESA ROMAN CP-4 GS BU                                     154,27   239,00      ,00  2010 11 20A
   1375080680110ENCIM EDESA ROMAN P-4 GSX BU                                     100,04      ,00   155,00  2010 11 20A
   1375180680110ENCIM EDESA ROMAN P-4 GSX NA                                     100,04      ,00   155,00  2010 11 20A
   1375282270293EQUIPO HOME CINEMA SAMSUNG    HT-C5550/XEF                       489,93      ,00   749,00  2010 11 20A
   1375586540495PLANCHA DE ASAR PRINCESS      TABLE CHEFF XXL (PS) 102325         49,69      ,00    76,90  2010 11 20A
   1375682090252TV PHILIPS 26 PFL 3405 H/12                                      283,02      ,00   399,00& 2010 11 20A
   1375782290435FOTODEPILADORA REMINGTON      I-LIGHT (42031560100)              185,00      ,00   299,90& 2010 11 20A
   1375882290583CORTAPELO REMINGTON HC-710 C  (43101560100)                       36,95      ,00    59,90& 2010 11 20A
   1375983130620NETBOOK BAG AND MOUSE BUNDLE  BLACK TRUST 10.1" (16744)           12,46      ,00    19,00& 2010 11 20A
   1376082290583CORTAPELO REMINGTON PG-400    (43084560400)                       35,72      ,00    57,90& 2010 11 20A
   1376182290510SECAD REMINGTON AC-5000       (45294560100)                       30,78      ,00    49,90& 2010 11 20A
   1376282290510PLANCHA PELO REMINGTON S-7902 (45292560110)                       43,11      ,00    69,90& 2010 11 20A
   1376582290590LAMPARA I-LIGHT REMINGTON     (ACC.FOTODEPIL)(44090530100)        17,89      ,00    29,00& 2010 11 20A
   1376680190020FRIG2 ASPES AFD-125                                              218,66      ,00   325,00& 2010 11 20A
   1376882550570EXTRAC S Y P EDM-100 S                                            23,14    33,00      ,00& 2010 11 20A
   1377284020605ORD PORTATIL SAMSUNG 15,6"    R530 (NP-R530-JT50ES)              465,85      ,00   599,00& 2010 11 20A
   1377381590620RATON MICROSOFT 3000 OPTICO   INALAMBRICO (6BA-00009)             12,00      ,00    19,90& 2010 11 20A
   1377481590620RATON MICROSOFT 3000 OPTICO   INALAMBRICO (6BA-00008)             12,00      ,00    19,90& 2010 11 20A
   1378281600080LAVJS MIELE 21583016          (G-5830 SC BRWS)                  1193,00      ,00  1780,00  2010 11 20A
   1378481600589PACK 8 CAJAS BOLSA ASPIR MIELEFJM RFA:41996517                    70,31      ,00   105,00  2010 11 20A
   1378581600589PACK 8 CAJAS BOLSA ASPIR MIELEG/N RFA:41996518                    70,31      ,00   105,00  2010 11 20A
   1378683920102HORNOPI HOTPOINT-ARISTON      FH-89 P IX/HA                      285,80      ,00   459,00  2010 11 20A
   1379070009119GORRA MILAR MARCAJE 2 COLORES                                      1,50      ,00      ,00  2010 11 20A
   1379370009119PELOTA MILAR MUNDIAL 2010                                          2,82      ,00      ,00& 2010 11 20A
   1379486980005VINOTECA CAVANOVA CV-004      (CONSERVADOR 4 BOTELLAS)            51,47      ,00    85,00& 2010 11 20A
   1379686980005VINOTECA CAVANOVA WD-006P     (CONSERVADOR 6 BOTELLAS)           123,29      ,00   189,00  2010 11 20A
   1380186980005VINOTECA CAVANOVA CV-008 NS   (CONSERVADOR 8 BOTELLAS)            73,84      ,00   125,00& 2010 11 20A
   1380286980005VINOTECA CAVANOVA CV-012      (CONSERVADOR 12 BOTELLAS)           75,92      ,00   140,00& 2010 11 20A
   1380586980005VINOTECA CAVANOVA CV-016      (CONSERVADOR 16 BOTELLAS)           84,23      ,00   155,00& 2010 11 20A
   1380686980005VINOTECA CAVANOVA CV-021      (CONSERVADOR 21 BOTELLAS)          170,46   259,00      ,00  2010 11 20A
   1380786980005VINOTECA CAVANOVA CV-028      (CONSERVADOR 28 BOTELLAS)          128,65      ,00   239,00  2010 11 20A
   1380886980005VINOTECA CAVANOVA CV-048      (CONSERVADOR 48 BOTELLAS)          276,59      ,00   459,00  2010 11 20A
   1380986980005VINOTECA CAVANOVA BC-46 A     (MINIBAR)                           77,19      ,00   119,00  2010 11 20A
   1381183750397TELEF LG GS-290 COOKIE 2 PLATA(EXCL)(EAN 8808992015659)           88,96      ,00   119,00& 2010 11 20A
   1381283750397TELEF LG GS-290 COOKIE 2 AZUL (EXCL)(EAN 8808992015710)           88,96      ,00   119,00& 2010 11 20A
   1381882600310RECEPTOR SONY STR-DH510                                          195,72      ,00      ,00  2010 11 20A
   1381983630405ASPIR BOSCH BSG-L31232 (GT)                                      110,81      ,00   179,00& 2010 11 20A
   1382083630405ASPIR BOSCH BGS-62232         (TOY STORY 3)                      216,45      ,00   350,00  2010 11 20A
   1382183630405ASPIR BOSCH BGS-6 PRO1        (TOY STORY 3)                      305,41      ,00   494,00  2010 11 20A
   1382283630440PLANC BOSCH TDA-4650          (MULTIDIRECCIONAL)(GT)              37,23      ,00    59,90& 2010 11 20A
   1382383630440PLANC BOSCH TDA-7650          (GT)                                52,73      ,00    85,00  2010 11 20A
   1382583630443CENTRAL DE PLANCHADO BOSCH    TDS-2568 (GT)                      141,70      ,00   229,00  2010 11 20A
   1382784020615TONER IMPRESORA LASER SAMSUNG B/N ML-1660(MLT-D1042S/ELS)         42,37      ,00    61,90& 2010 11 20A
   1382884020615TONER IMPRESORA LASER SAMSUNG COLOR K-4092S (CLT-K4092S/ELS)      33,01      ,00    47,90& 2010 11 20A
   1382984020615TONER IMPRESORA LASER SAMSUNG COLOR P-4062C (CLT-P4092C/ELS)     105,43      ,00   149,00& 2010 11 20A
   1383082050293CADENA PANASONIC SC-BT222 EG-K                                   307,64      ,00   449,00  2010 11 20A
   1383482770050LAVAF TEKA TKW-1070           (EX)                               220,94      ,00   339,00& 2010 11 20A
   1383583300050LAVAF ZANUSSI ZWH-7101        (EX)                               244,76   379,00      ,00  2010 11 20A
   1383781400254TV LOEWE INDIVIDUAL 40 SELEC  LED 200 DR+ (69418L91)            2670,64      ,00  3999,00  2010 11 20A
   1384381800405ASPIR NILFISK COUPE NEO X-TRA (18450421)(CEPILLO PARQUET)         83,44      ,00   129,90& 2010 11 20A
   1384481600080LAVJS MIELE 21457062          (G-4570 SCVI)                      770,51      ,00  1149,00  2010 11 20A
